Contig	LCAStar	LCAStar_p	LCAStar_dist	LCAStar_WTD	Majority	Majority_p	Majority_dist	Majority_WTD	LCASquared	LCASquared_dist	LCASquared_WTD	Original
GEBA_SAG_AAA252_K16_13	Not yet classified (Prokaryotae)	0.0	3	-0.109375	unclassified candidate division KSB1	0.103	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_12	unclassified Cloacimonetes	0.0	1	-0.015625	candidate division KSB1 bacterium SCGC AAA252-O17	0.041	2	-0.03125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_19	Not yet classified (Prokaryotae)	0.0	3	-0.109375	unclassified candidate division KSB1	0.005	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_18	Not yet classified (Prokaryotae)	0.013	3	-0.109375	unclassified candidate division KSB1	0.165	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_20	Not yet classified (Prokaryotae)	0.001	3	-0.109375	unclassified candidate division KSB1	0.705	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_21	unclassified Cloacimonetes	0.2	1	-0.015625	candidate division KSB1 bacterium SCGC AAA255-C20	0.705	2	-0.03125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_22	Not yet classified (Prokaryotae)	0.003	3	-0.109375	unclassified candidate division KSB1	0.41	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_23	unclassified Cloacimonetes	0.363	1	-0.015625	unclassified candidate division KSB1	1.0	5	-0.203125	Monera	5	-0.484375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_24	candidate division KSB1 bacterium SCGC AAA252-K16	0.192	0	0	candidate division KSB1 bacterium SCGC AAA252-K16	0.192	0	0	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_25	unclassified candidate division KSB1	0.002	5	-0.203125	unclassified candidate division KSB1	0.002	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_26	unclassified Cloacimonetes	0.047	1	-0.015625	candidate division KSB1 bacterium SCGC AAA255-C20	0.306	2	-0.03125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_27	unclassified candidate division KSB1	0.003	5	-0.203125	unclassified candidate division KSB1	0.003	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_28	candidate division KSB1 bacterium SCGC AAA255-B16	0.013	2	-0.03125	candidate division KSB1 bacterium SCGC AAA255-B16	0.013	2	-0.03125	Monera	5	-0.484375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_29	Not yet classified (Prokaryotae)	0.002	3	-0.109375	unclassified candidate division KSB1	0.705	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_39	unclassified candidate division KSB1	0.05	5	-0.203125	unclassified candidate division KSB1	0.05	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_38	Not yet classified (Prokaryotae)	0.013	3	-0.109375	unclassified candidate division KSB1	0.705	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_37	Not yet classified (Prokaryotae)	0.007	3	-0.109375	unclassified candidate division KSB1	0.148	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_36	unclassified Cloacimonetes	0.024	1	-0.015625	candidate division KSB1 bacterium SCGC AAA255-B16	0.047	2	-0.03125	Monera	5	-0.484375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_35	unclassified candidate division KSB1	0.001	5	-0.203125	unclassified candidate division KSB1	0.001	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_34	Not yet classified (Prokaryotae)	0.003	3	-0.109375	candidate division KSB1 bacterium SCGC AAA252-O17	0.313	2	-0.03125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_33	unclassified candidate division KSB1	0.086	5	-0.203125	unclassified candidate division KSB1	0.086	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_32	unclassified candidate division KSB1	0.05	5	-0.203125	unclassified candidate division KSB1	0.05	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_31	Not yet classified (Prokaryotae)	0.016	3	-0.109375	unclassified candidate division KSB1	0.249	5	-0.203125	Monera	5	-0.484375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_30	Not yet classified (Prokaryotae)	0.013	3	-0.109375	unclassified candidate division KSB1	0.249	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_5	unclassified candidate division KSB1	0.165	5	-0.203125	unclassified candidate division KSB1	0.165	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_4	candidate division KSB1 bacterium SCGC AAA252-M08	0.028	2	-0.03125	candidate division KSB1 bacterium SCGC AAA252-M08	0.028	2	-0.03125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_7	candidate division KSB1 bacterium SCGC AAA252-M08	0.027	2	-0.03125	candidate division KSB1 bacterium SCGC AAA252-M08	0.027	2	-0.03125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_6	unclassified Cloacimonetes	0.315	1	-0.015625	candidate division KSB1 bacterium SCGC AAA252-K16	0.592	0	0	root	7	-1.984375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_1	Not yet classified (Prokaryotae)	0.088	3	-0.109375	unclassified candidate division KSB1	0.306	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_0	unclassified candidate division KSB1	0.0	5	-0.203125	unclassified candidate division KSB1	0.0	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_3	unclassified candidate division KSB1	0.0	5	-0.203125	unclassified candidate division KSB1	0.0	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_2	Not yet classified (Prokaryotae)	0.306	3	-0.109375	candidate division OP9 bacterium SCGC AAA252-M02	1.0	6	-0.21875	Monera	5	-0.484375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_9	Bacteria	0.096	4	-0.234375	Clostridium sp. Maddingley MBC34-26	1.0	10	-0.48046875	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_8	Not yet classified (Prokaryotae)	0.0	3	-0.109375	unclassified candidate division KSB1	0.2	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_48	unclassified Cloacimonetes	0.249	1	-0.015625	unclassified candidate division KSB1	1.0	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_49	unclassified candidate division KSB1	0.047	5	-0.203125	unclassified candidate division KSB1	0.047	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_42	unclassified candidate division KSB1	0.024	5	-0.203125	unclassified candidate division KSB1	0.024	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_43	Bacteria	0.041	4	-0.234375	Desulfotomaculum hydrothermale	1.0	10	-0.48046875	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_40	unclassified candidate division KSB1	0.165	5	-0.203125	unclassified candidate division KSB1	0.165	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_41	Not yet classified (Prokaryotae)	0.047	3	-0.109375	candidate division KSB1 bacterium SCGC AAA252-O17	1.0	2	-0.03125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_46	unclassified candidate division KSB1	0.047	5	-0.203125	unclassified candidate division KSB1	0.047	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_47	unclassified candidate division KSB1	0.047	5	-0.203125	unclassified candidate division KSB1	0.047	5	-0.203125	Monera	5	-0.484375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_44	unclassified candidate division KSB1	0.165	5	-0.203125	unclassified candidate division KSB1	0.165	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_45	unclassified candidate division KSB1	0.047	5	-0.203125	unclassified candidate division KSB1	0.047	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_59	unclassified Cloacimonetes	0.096	1	-0.015625	candidate division KSB1 bacterium SCGC AAA255-B16	1.0	2	-0.03125	unclassified Cloacimonetes	1	-0.015625	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_58	unclassified Cloacimonetes	0.024	1	-0.015625	candidate division KSB1 bacterium SCGC AAA255-C20	0.165	2	-0.03125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_51	unclassified candidate division KSB1	0.306	5	-0.203125	unclassified candidate division KSB1	0.306	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_50	Not yet classified (Prokaryotae)	0.0	3	-0.109375	unclassified candidate division KSB1	0.2	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_53	unclassified candidate division KSB1	0.165	5	-0.203125	unclassified candidate division KSB1	0.165	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_52	unclassified candidate division KSB1	0.088	5	-0.203125	unclassified candidate division KSB1	0.088	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_55	Not yet classified (Prokaryotae)	0.013	3	-0.109375	unclassified candidate division KSB1	0.249	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_54	unclassified candidate division KSB1	0.705	5	-0.203125	unclassified candidate division KSB1	0.705	5	-0.203125	Not yet classified (Prokaryotae)	3	-0.109375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_57	unclassified candidate division KSB1	0.165	5	-0.203125	unclassified candidate division KSB1	0.165	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K16_56	unclassified candidate division KSB1	0.165	5	-0.203125	unclassified candidate division KSB1	0.165	5	-0.203125	Bacteria	4	-0.234375	candidate division KSB1 bacterium SCGC AAA252-K16
GEBA_SAG_AAA252_K18_62	unclassified Aminicenantes	0.041	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-N07	1.0	2	-0.03125	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_63	candidate division OP8 bacterium SCGC AAA252-F08	0.306	2	-0.03125	candidate division OP8 bacterium SCGC AAA252-F08	0.306	2	-0.03125	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_60	candidate division OP8 bacterium SCGC AAA252-C08	None	2	-0.03125	candidate division OP8 bacterium SCGC AAA252-C08	None	2	-0.03125	Aminicenantes bacterium SCGC AAA252-C08	2	-0.03125	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_61	unclassified candidate division OP8	0.306	1	-0.015625	unclassified candidate division OP8	0.306	1	-0.015625	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_48	Bacteria	0.306	4	-0.234375	delta proteobacterium MLMS-1	1.0	10	-0.48046875	Monera	5	-0.484375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_49	unclassified Aminicenantes	0.165	1	-0.015625	unclassified candidate division OP8	0.306	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_64	unclassified candidate division OP8	0.56	1	-0.015625	unclassified candidate division OP8	0.56	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_65	candidate division OP8 bacterium SCGC AAA252-O10	0.096	2	-0.03125	candidate division OP8 bacterium SCGC AAA252-O10	0.096	2	-0.03125	Aminicenantes bacterium SCGC AAA252-O10	2	-0.03125	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_44	unclassified Aminicenantes	0.013	1	-0.015625	unclassified candidate division OP8	0.41	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_45	candidate division OP8 bacterium SCGC AAA252-F08	0.56	2	-0.03125	candidate division OP8 bacterium SCGC AAA252-F08	0.56	2	-0.03125	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_68	Bacteria	0.096	4	-0.234375	Halanaerobium saccharolyticum	1.0	10	-0.48046875	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_69	Bacteria	0.096	4	-0.234375	Spirosoma luteum	1.0	11	-0.482421875	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_40	unclassified candidate division OP8	0.165	1	-0.015625	unclassified candidate division OP8	0.165	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_41	"Bacteroidales" Krieg 2011	0.654	8	-0.46875	candidate division OP8 bacterium SCGC AAA252-F08	0.56	2	-0.03125	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_42	Bacteria	0.001	4	-0.234375	Anaerophaga thermohalophila	1.0	11	-0.482421875	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_43	unclassified Aminicenantes	0.088	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-F08	0.165	2	-0.03125	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_14	candidate division OP8 bacterium SCGC AAA252-F08	0.0	2	-0.03125	candidate division OP8 bacterium SCGC AAA252-F08	0.0	2	-0.03125	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_9	unclassified Aminicenantes	0.088	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-O11	1.0	2	-0.03125	Monera	5	-0.484375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_8	unclassified Aminicenantes	0.0	1	-0.015625	unclassified candidate division OP8	0.249	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_7	unclassified Aminicenantes	0.0	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-F08	0.808	2	-0.03125	Monera	5	-0.484375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_6	Bacteria	0.013	4	-0.234375	unclassified candidate division OP8	0.56	1	-0.015625	Monera	5	-0.484375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_5	unclassified Aminicenantes	0.306	1	-0.015625	unclassified candidate division OP8	0.56	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_4	candidate division OP8 bacterium SCGC AAA252-F08	0.088	2	-0.03125	candidate division OP8 bacterium SCGC AAA252-F08	0.088	2	-0.03125	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_3	unclassified Aminicenantes	0.0	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-F08	0.335	2	-0.03125	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_2	unclassified Aminicenantes	0.0	1	-0.015625	unclassified candidate division OP8	0.577	1	-0.015625	Monera	5	-0.484375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_1	unclassified Aminicenantes	0.0	1	-0.015625	unclassified candidate division OP8	0.282	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_0	unclassified Aminicenantes	0.046	1	-0.015625	Nitrospina gracilis	1.0	10	-0.48046875	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_66	Bacteria	0.096	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-F08	1.0	2	-0.03125	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_46	candidate division OP8 bacterium SCGC AAA252-F08	0.088	2	-0.03125	candidate division OP8 bacterium SCGC AAA252-F08	0.088	2	-0.03125	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_28	unclassified Aminicenantes	0.002	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-F08	0.739	2	-0.03125	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_29	Bacteria	0.019	4	-0.234375	Gillisia sp. CBA3202	1.0	11	-0.482421875	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_26	unclassified Aminicenantes	0.024	1	-0.015625	unclassified candidate division OP8	0.705	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_27	Bacteria	0.0	4	-0.234375	Oceanibaculum indicum	0.654	10	-0.48046875	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_24	unclassified Aminicenantes	0.013	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-F08	0.047	2	-0.03125	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_25	candidate division OP8 bacterium SCGC AAA252-F08	0.003	2	-0.03125	candidate division OP8 bacterium SCGC AAA252-F08	0.003	2	-0.03125	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_22	unclassified Aminicenantes	0.003	1	-0.015625	unclassified candidate division OP8	0.705	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_23	unclassified Aminicenantes	0.086	1	-0.015625	unclassified candidate division OP8	0.41	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_20	candidate division OP8 bacterium SCGC AAA252-F08	0.024	2	-0.03125	candidate division OP8 bacterium SCGC AAA252-F08	0.024	2	-0.03125	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_21	unclassified Aminicenantes	0.001	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-F08	0.2	2	-0.03125	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_17	unclassified Aminicenantes	0.0	1	-0.015625	unclassified candidate division OP8	0.05	1	-0.015625	Monera	5	-0.484375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_70	Bacteria	0.096	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-F08	1.0	2	-0.03125	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_59	unclassified candidate division OP8	0.306	1	-0.015625	unclassified candidate division OP8	0.306	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_58	unclassified candidate division OP8	0.56	1	-0.015625	unclassified candidate division OP8	0.56	1	-0.015625	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_13	candidate division OP8 bacterium SCGC AAA252-F08	0.025	2	-0.03125	candidate division OP8 bacterium SCGC AAA252-F08	0.025	2	-0.03125	Monera	5	-0.484375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_12	unclassified Aminicenantes	0.306	1	-0.015625	unclassified candidate division OP8	0.56	1	-0.015625	Not yet classified (Prokaryotae)	3	-0.109375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_11	candidate division OP8 bacterium SCGC AAA252-F08	0.249	2	-0.03125	candidate division OP8 bacterium SCGC AAA252-F08	0.249	2	-0.03125	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_10	unclassified Aminicenantes	0.654	1	-0.015625	Thermoplasmatales archaeon SCGC AB-539-N05	0.56	11	-0.9765625	Monera	5	-0.484375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_53	unclassified Aminicenantes	0.041	1	-0.015625	unclassified candidate division OP8	1.0	1	-0.015625	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_52	Bacteria	0.096	4	-0.234375	planctomycete KSU-1	1.0	10	-0.48046875	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_51	unclassified Aminicenantes	0.088	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-N07	0.306	2	-0.03125	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_50	unclassified Aminicenantes	0.001	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-K07	0.41	2	-0.03125	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_57	unclassified Aminicenantes	0.019	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-D06	1.0	2	-0.03125	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_56	unclassified Aminicenantes	0.041	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-K18	1.0	0	0	unclassified Aminicenantes	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_19	unclassified Aminicenantes	0.0	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-F08	0.244	2	-0.03125	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_18	unclassified Aminicenantes	0.002	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-F08	0.249	2	-0.03125	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_55	unclassified candidate division OP8	0.306	1	-0.015625	unclassified candidate division OP8	0.306	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_15	unclassified Aminicenantes	0.0	1	-0.015625	unclassified candidate division OP8	0.763	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_54	candidate division OP8 bacterium SCGC AAA252-F08	None	2	-0.03125	candidate division OP8 bacterium SCGC AAA252-F08	None	2	-0.03125	Aminicenantes bacterium SCGC AAA252-F08	2	-0.03125	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_47	unclassified candidate division OP8	0.165	1	-0.015625	unclassified candidate division OP8	0.165	1	-0.015625	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_16	unclassified Aminicenantes	0.009	1	-0.015625	unclassified candidate division OP8	0.739	1	-0.015625	Monera	5	-0.484375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_67	candidate division OP8 bacterium SCGC AAA252-F08	0.096	2	-0.03125	candidate division OP8 bacterium SCGC AAA252-F08	0.096	2	-0.03125	Aminicenantes bacterium SCGC AAA252-F08	2	-0.03125	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_39	unclassified Aminicenantes	0.047	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-O11	0.654	2	-0.03125	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_38	unclassified Aminicenantes	0.003	1	-0.015625	candidate division OP8 bacterium SCGC AAA252-F08	0.705	2	-0.03125	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_35	candidate division OP8 bacterium SCGC AAA252-F08	0.148	2	-0.03125	candidate division OP8 bacterium SCGC AAA252-F08	0.148	2	-0.03125	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_34	candidate division OP8 bacterium SCGC AAA252-F08	0.165	2	-0.03125	candidate division OP8 bacterium SCGC AAA252-F08	0.165	2	-0.03125	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_37	candidate division OP8 bacterium SCGC AAA252-F08	0.047	2	-0.03125	candidate division OP8 bacterium SCGC AAA252-F08	0.047	2	-0.03125	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
GEBA_SAG_AAA252_K18_36	BCF group	0.148	6	-0.421875	Fulvivirga imtechensis	0.41	11	-0.482421875	Bacteria	4	-0.234375	candidate division OP8 bacterium SCGC AAA252-K18
